Assembly,original,corrected,RefSeq.Accession.version,GenBank.Accession.version,NCBI.name
Fundulus_heteroclitus-3.0.2,Scaffold8349,Scaffold8350,NW_012232750.1,JXMV01065960.1,GPS_009144072.1
Fundulus_heteroclitus-3.0.2,Scaffold8350,Scaffold8351,NW_012232751.1,JXMV01065961.1,GPS_009144073.1
Fundulus_heteroclitus-3.0.2,Scaffold8351,Scaffold8352,NW_012232752.1,JXMV01065962.1,GPS_009144074.1
Fundulus_heteroclitus-3.0.2,Scaffold8352,Scaffold8353,NW_012232753.1,JXMV01065963.1,GPS_009144075.1
Fundulus_heteroclitus-3.0.2,Scaffold8353,Scaffold8354,NW_012232754.1,JXMV01065964.1,GPS_009144076.1
Fundulus_heteroclitus-3.0.2,Scaffold8354,Scaffold8355,NW_012232755.1,JXMV01065965.1,GPS_009144077.1
Fundulus_heteroclitus-3.0.2,Scaffold8355,Scaffold8356,NW_012232756.1,JXMV01065966.1,GPS_009144078.1
Fundulus_heteroclitus-3.0.2,Scaffold8356,Scaffold8357,NW_012232757.1,JXMV01065967.1,GPS_009144079.1
Fundulus_heteroclitus-3.0.2,Scaffold8357,Scaffold8358,NW_012232758.1,JXMV01065968.1,GPS_009144080.1
Fundulus_heteroclitus-3.0.2,Scaffold8358,Scaffold8359,NW_012232759.1,JXMV01065969.1,GPS_009144081.1
Fundulus_heteroclitus-3.0.2,Scaffold8359,Scaffold8360,NW_012232760.1,JXMV01065970.1,GPS_009144082.1
Fundulus_heteroclitus-3.0.2,Scaffold8360,Scaffold8361,NW_012232761.1,JXMV01065971.1,GPS_009144083.1
Fundulus_heteroclitus-3.0.2,Scaffold8361,Scaffold8362,NW_012232762.1,JXMV01065972.1,GPS_009144084.1
Fundulus_heteroclitus-3.0.2,Scaffold8362,Scaffold8363,NW_012232763.1,JXMV01065973.1,GPS_009144085.1
Fundulus_heteroclitus-3.0.2,Scaffold8363,Scaffold8364,NW_012232764.1,JXMV01065974.1,GPS_009144086.1
Fundulus_heteroclitus-3.0.2,Scaffold8364,Scaffold8365,NW_012232765.1,JXMV01065975.1,GPS_009144087.1
Fundulus_heteroclitus-3.0.2,Scaffold8365,Scaffold8366,NW_012232766.1,JXMV01065976.1,GPS_009144088.1
Fundulus_heteroclitus-3.0.2,Scaffold8366,Scaffold8367,NW_012232767.1,JXMV01065977.1,GPS_009144089.1
Fundulus_heteroclitus-3.0.2,Scaffold8367,Scaffold8368,NW_012232768.1,JXMV01065978.1,GPS_009144090.1
Fundulus_heteroclitus-3.0.2,Scaffold8368,Scaffold8369,NW_012232769.1,JXMV01065979.1,GPS_009144091.1
Fundulus_heteroclitus-3.0.2,Scaffold8369,Scaffold8370,NW_012232770.1,JXMV01065980.1,GPS_009144092.1
Fundulus_heteroclitus-3.0.2,Scaffold8370,Scaffold8371,NW_012232771.1,JXMV01065981.1,GPS_009144093.1
Fundulus_heteroclitus-3.0.2,Scaffold8371,Scaffold8372,NW_012232772.1,JXMV01065982.1,GPS_009144094.1
Fundulus_heteroclitus-3.0.2,Scaffold8372,Scaffold8373,NW_012232773.1,JXMV01065983.1,GPS_009144095.1
Fundulus_heteroclitus-3.0.2,Scaffold8373,Scaffold8374,NW_012232774.1,JXMV01065984.1,GPS_009144096.1
Fundulus_heteroclitus-3.0.2,Scaffold8374,Scaffold8375,NW_012232775.1,JXMV01065985.1,GPS_009144097.1
Fundulus_heteroclitus-3.0.2,Scaffold8375,Scaffold8376,NW_012232776.1,JXMV01065986.1,GPS_009144098.1
Fundulus_heteroclitus-3.0.2,Scaffold8376,Scaffold8377,NW_012232777.1,JXMV01065987.1,GPS_009144099.1
Fundulus_heteroclitus-3.0.2,Scaffold8377,Scaffold8378,NW_012232778.1,JXMV01065988.1,GPS_009144100.1
Fundulus_heteroclitus-3.0.2,Scaffold8378,Scaffold8379,NW_012232779.1,JXMV01065989.1,GPS_009144101.1
Fundulus_heteroclitus-3.0.2,Scaffold8379,Scaffold8380,NW_012232780.1,JXMV01065990.1,GPS_009144102.1
Fundulus_heteroclitus-3.0.2,Scaffold8380,Scaffold8381,NW_012232781.1,JXMV01065991.1,GPS_009144103.1
Fundulus_heteroclitus-3.0.2,Scaffold8381,Scaffold8382,NW_012232782.1,JXMV01065992.1,GPS_009144104.1
Fundulus_heteroclitus-3.0.2,Scaffold8382,Scaffold8383,NW_012232783.1,JXMV01065993.1,GPS_009144105.1
Fundulus_heteroclitus-3.0.2,Scaffold8383,Scaffold8384,NW_012232784.1,JXMV01065994.1,GPS_009144106.1
Fundulus_heteroclitus-3.0.2,Scaffold8384,Scaffold8385,NW_012232785.1,JXMV01065995.1,GPS_009144107.1
Fundulus_heteroclitus-3.0.2,Scaffold8385,Scaffold8386,NW_012232786.1,JXMV01065996.1,GPS_009144108.1
Fundulus_heteroclitus-3.0.2,Scaffold8386,Scaffold8387,NW_012232787.1,JXMV01065997.1,GPS_009144109.1
Fundulus_heteroclitus-3.0.2,Scaffold8387,Scaffold8388,NW_012232788.1,JXMV01065998.1,GPS_009144110.1
Fundulus_heteroclitus-3.0.2,Scaffold8388,Scaffold8389,NW_012232789.1,JXMV01065999.1,GPS_009144111.1
Fundulus_heteroclitus-3.0.2,Scaffold8389,Scaffold8390,NW_012232790.1,JXMV01066000.1,GPS_009144112.1
Fundulus_heteroclitus-3.0.2,Scaffold8390,Scaffold8391,NW_012232791.1,JXMV01066001.1,GPS_009144113.1
Fundulus_heteroclitus-3.0.2,Scaffold8391,Scaffold8392,NW_012232792.1,JXMV01066002.1,GPS_009144114.1
Fundulus_heteroclitus-3.0.2,Scaffold8392,Scaffold8393,NW_012232793.1,JXMV01066003.1,GPS_009144115.1
Fundulus_heteroclitus-3.0.2,Scaffold8393,Scaffold8394,NW_012232794.1,JXMV01066004.1,GPS_009144116.1
Fundulus_heteroclitus-3.0.2,Scaffold8394,Scaffold8395,NW_012232795.1,JXMV01066005.1,GPS_009144117.1
Fundulus_heteroclitus-3.0.2,Scaffold8395,Scaffold8396,NW_012232796.1,JXMV01066006.1,GPS_009144118.1
Fundulus_heteroclitus-3.0.2,Scaffold8396,Scaffold8397,NW_012232797.1,JXMV01066007.1,GPS_009144119.1
Fundulus_heteroclitus-3.0.2,Scaffold8397,Scaffold8398,NW_012232798.1,JXMV01066008.1,GPS_009144120.1
Fundulus_heteroclitus-3.0.2,Scaffold8398,Scaffold8399,NW_012232799.1,JXMV01066009.1,GPS_009144121.1
Fundulus_heteroclitus-3.0.2,Scaffold8399,Scaffold8400,NW_012232800.1,JXMV01066010.1,GPS_009144122.1
Fundulus_heteroclitus-3.0.2,Scaffold8400,Scaffold8401,NW_012232801.1,JXMV01066011.1,GPS_009144123.1
Fundulus_heteroclitus-3.0.2,Scaffold8401,Scaffold8402,NW_012232802.1,JXMV01066012.1,GPS_009144124.1
Fundulus_heteroclitus-3.0.2,Scaffold8402,Scaffold8403,NW_012232803.1,JXMV01066013.1,GPS_009144125.1
Fundulus_heteroclitus-3.0.2,Scaffold8403,Scaffold8404,NW_012232804.1,JXMV01066014.1,GPS_009144126.1
Fundulus_heteroclitus-3.0.2,Scaffold8404,Scaffold8405,NW_012232805.1,JXMV01066015.1,GPS_009144127.1
Fundulus_heteroclitus-3.0.2,Scaffold8405,Scaffold8406,NW_012232806.1,JXMV01066016.1,GPS_009144128.1
Fundulus_heteroclitus-3.0.2,Scaffold8406,Scaffold8407,NW_012232807.1,JXMV01066017.1,GPS_009144129.1
Fundulus_heteroclitus-3.0.2,Scaffold8407,Scaffold8408,NW_012232808.1,JXMV01066018.1,GPS_009144130.1
Fundulus_heteroclitus-3.0.2,Scaffold8408,Scaffold8409,NW_012232809.1,JXMV01066019.1,GPS_009144131.1
Fundulus_heteroclitus-3.0.2,Scaffold8409,Scaffold8410,NW_012232810.1,JXMV01066020.1,GPS_009144132.1
Fundulus_heteroclitus-3.0.2,Scaffold8410,Scaffold8411,NW_012232811.1,JXMV01066021.1,GPS_009144133.1
Fundulus_heteroclitus-3.0.2,Scaffold8411,Scaffold8412,NW_012232812.1,JXMV01066022.1,GPS_009144134.1
Fundulus_heteroclitus-3.0.2,Scaffold8412,Scaffold8413,NW_012232813.1,JXMV01066023.1,GPS_009144135.1
Fundulus_heteroclitus-3.0.2,Scaffold8413,Scaffold8414,NW_012232814.1,JXMV01066024.1,GPS_009144136.1
Fundulus_heteroclitus-3.0.2,Scaffold8414,Scaffold8415,NW_012232815.1,JXMV01066025.1,GPS_009144137.1
Fundulus_heteroclitus-3.0.2,Scaffold8415,Scaffold8416,NW_012232816.1,JXMV01066026.1,GPS_009144138.1
Fundulus_heteroclitus-3.0.2,Scaffold8416,Scaffold8417,NW_012232817.1,JXMV01066027.1,GPS_009144139.1
Fundulus_heteroclitus-3.0.2,Scaffold8417,Scaffold8418,NW_012232818.1,JXMV01066028.1,GPS_009144140.1
Fundulus_heteroclitus-3.0.2,Scaffold8418,Scaffold8419,NW_012232819.1,JXMV01066029.1,GPS_009144141.1
Fundulus_heteroclitus-3.0.2,Scaffold8419,Scaffold8420,NW_012232820.1,JXMV01066030.1,GPS_009144142.1
Fundulus_heteroclitus-3.0.2,Scaffold8420,Scaffold8421,NW_012232821.1,JXMV01066031.1,GPS_009144143.1
Fundulus_heteroclitus-3.0.2,Scaffold8421,Scaffold8422,NW_012232822.1,JXMV01066032.1,GPS_009144144.1
Fundulus_heteroclitus-3.0.2,Scaffold8422,Scaffold8423,NW_012232823.1,JXMV01066033.1,GPS_009144145.1
Fundulus_heteroclitus-3.0.2,Scaffold8423,Scaffold8424,NW_012232824.1,JXMV01066034.1,GPS_009144146.1
Fundulus_heteroclitus-3.0.2,Scaffold8424,Scaffold8425,NW_012232825.1,JXMV01066035.1,GPS_009144147.1
Fundulus_heteroclitus-3.0.2,Scaffold8425,Scaffold8426,NW_012232826.1,JXMV01066036.1,GPS_009144148.1
Fundulus_heteroclitus-3.0.2,Scaffold8426,Scaffold8427,NW_012232827.1,JXMV01066037.1,GPS_009144149.1
Fundulus_heteroclitus-3.0.2,Scaffold8427,Scaffold8428,NW_012232828.1,JXMV01066038.1,GPS_009144150.1
Fundulus_heteroclitus-3.0.2,Scaffold8428,Scaffold8429,NW_012232829.1,JXMV01066039.1,GPS_009144151.1
Fundulus_heteroclitus-3.0.2,Scaffold8429,Scaffold8430,NW_012232830.1,JXMV01066040.1,GPS_009144152.1
Fundulus_heteroclitus-3.0.2,Scaffold8430,Scaffold8431,NW_012232831.1,JXMV01066041.1,GPS_009144153.1
Fundulus_heteroclitus-3.0.2,Scaffold8431,Scaffold8432,NW_012232832.1,JXMV01066042.1,GPS_009144154.1
Fundulus_heteroclitus-3.0.2,Scaffold8432,Scaffold8433,NW_012232833.1,JXMV01066043.1,GPS_009144155.1
Fundulus_heteroclitus-3.0.2,Scaffold8433,Scaffold8434,NW_012232834.1,JXMV01066044.1,GPS_009144156.1
Fundulus_heteroclitus-3.0.2,Scaffold8434,Scaffold8435,NW_012232835.1,JXMV01066045.1,GPS_009144157.1
Fundulus_heteroclitus-3.0.2,Scaffold8435,Scaffold8436,NW_012232836.1,JXMV01066046.1,GPS_009144158.1
Fundulus_heteroclitus-3.0.2,Scaffold8436,Scaffold8437,NW_012232837.1,JXMV01066047.1,GPS_009144159.1
Fundulus_heteroclitus-3.0.2,Scaffold8437,Scaffold8438,NW_012232838.1,JXMV01066048.1,GPS_009144160.1
Fundulus_heteroclitus-3.0.2,Scaffold8438,Scaffold8439,NW_012232839.1,JXMV01066049.1,GPS_009144161.1
Fundulus_heteroclitus-3.0.2,Scaffold8439,Scaffold8440,NW_012232840.1,JXMV01066050.1,GPS_009144162.1
Fundulus_heteroclitus-3.0.2,Scaffold8440,Scaffold8441,NW_012232841.1,JXMV01066051.1,GPS_009144163.1
Fundulus_heteroclitus-3.0.2,Scaffold8441,Scaffold8442,NW_012232842.1,JXMV01066052.1,GPS_009144164.1
Fundulus_heteroclitus-3.0.2,Scaffold8442,Scaffold8443,NW_012232843.1,JXMV01066053.1,GPS_009144165.1
Fundulus_heteroclitus-3.0.2,Scaffold8443,Scaffold8444,NW_012232844.1,JXMV01066054.1,GPS_009144166.1
Fundulus_heteroclitus-3.0.2,Scaffold8444,Scaffold8445,NW_012232845.1,JXMV01066055.1,GPS_009144167.1
Fundulus_heteroclitus-3.0.2,Scaffold8445,Scaffold8446,NW_012232846.1,JXMV01066056.1,GPS_009144168.1
Fundulus_heteroclitus-3.0.2,Scaffold8446,Scaffold8447,NW_012232847.1,JXMV01066057.1,GPS_009144169.1
Fundulus_heteroclitus-3.0.2,Scaffold8447,Scaffold8448,NW_012232848.1,JXMV01066058.1,GPS_009144170.1
Fundulus_heteroclitus-3.0.2,Scaffold8448,Scaffold8449,NW_012232849.1,JXMV01066059.1,GPS_009144171.1
Fundulus_heteroclitus-3.0.2,Scaffold8449,Scaffold8450,NW_012232850.1,JXMV01066060.1,GPS_009144172.1
Fundulus_heteroclitus-3.0.2,Scaffold8450,Scaffold8451,NW_012232851.1,JXMV01066061.1,GPS_009144173.1
Fundulus_heteroclitus-3.0.2,Scaffold8451,Scaffold8452,NW_012232852.1,JXMV01066062.1,GPS_009144174.1
Fundulus_heteroclitus-3.0.2,Scaffold8452,Scaffold8453,NW_012232853.1,JXMV01066063.1,GPS_009144175.1
Fundulus_heteroclitus-3.0.2,Scaffold8453,Scaffold8454,NW_012232854.1,JXMV01066064.1,GPS_009144176.1
Fundulus_heteroclitus-3.0.2,Scaffold8454,Scaffold8455,NW_012232855.1,JXMV01066065.1,GPS_009144177.1
Fundulus_heteroclitus-3.0.2,Scaffold8455,Scaffold8456,NW_012232856.1,JXMV01066066.1,GPS_009144178.1
Fundulus_heteroclitus-3.0.2,Scaffold8456,Scaffold8457,NW_012232857.1,JXMV01066067.1,GPS_009144179.1
Fundulus_heteroclitus-3.0.2,Scaffold8457,Scaffold8458,NW_012232858.1,JXMV01066068.1,GPS_009144180.1
Fundulus_heteroclitus-3.0.2,Scaffold8458,Scaffold8459,NW_012232859.1,JXMV01066069.1,GPS_009144181.1
Fundulus_heteroclitus-3.0.2,Scaffold8459,Scaffold8460,NW_012232860.1,JXMV01066070.1,GPS_009144182.1
Fundulus_heteroclitus-3.0.2,Scaffold8460,Scaffold8461,NW_012232861.1,JXMV01066071.1,GPS_009144183.1
Fundulus_heteroclitus-3.0.2,Scaffold8461,Scaffold8462,NW_012232862.1,JXMV01066072.1,GPS_009144184.1
Fundulus_heteroclitus-3.0.2,Scaffold8462,Scaffold8463,NW_012232863.1,JXMV01066073.1,GPS_009144185.1
Fundulus_heteroclitus-3.0.2,Scaffold8463,Scaffold8464,NW_012232864.1,JXMV01066074.1,GPS_009144186.1
Fundulus_heteroclitus-3.0.2,Scaffold8464,Scaffold8465,NW_012232865.1,JXMV01066075.1,GPS_009144187.1
Fundulus_heteroclitus-3.0.2,Scaffold8465,Scaffold8466,NW_012232866.1,JXMV01066076.1,GPS_009144188.1
Fundulus_heteroclitus-3.0.2,Scaffold8466,Scaffold8467,NW_012232867.1,JXMV01066077.1,GPS_009144189.1
Fundulus_heteroclitus-3.0.2,Scaffold8467,Scaffold8468,NW_012232868.1,JXMV01066078.1,GPS_009144190.1
Fundulus_heteroclitus-3.0.2,Scaffold8468,Scaffold8469,NW_012232869.1,JXMV01066079.1,GPS_009144191.1
Fundulus_heteroclitus-3.0.2,Scaffold8469,Scaffold8470,NW_012232870.1,JXMV01066080.1,GPS_009144192.1
Fundulus_heteroclitus-3.0.2,Scaffold8470,Scaffold8471,NW_012232871.1,JXMV01066081.1,GPS_009144193.1
Fundulus_heteroclitus-3.0.2,Scaffold8471,Scaffold8472,NW_012232872.1,JXMV01066082.1,GPS_009144194.1
Fundulus_heteroclitus-3.0.2,Scaffold8472,Scaffold8473,NW_012232873.1,JXMV01066083.1,GPS_009144195.1
Fundulus_heteroclitus-3.0.2,Scaffold8473,Scaffold8474,NW_012232874.1,JXMV01066084.1,GPS_009144196.1
Fundulus_heteroclitus-3.0.2,Scaffold8474,Scaffold8475,NW_012232875.1,JXMV01066085.1,GPS_009144197.1
Fundulus_heteroclitus-3.0.2,Scaffold8475,Scaffold8476,NW_012232876.1,JXMV01066086.1,GPS_009144198.1
Fundulus_heteroclitus-3.0.2,Scaffold8476,Scaffold8477,NW_012232877.1,JXMV01066087.1,GPS_009144199.1
Fundulus_heteroclitus-3.0.2,Scaffold8477,Scaffold8478,NW_012232878.1,JXMV01066088.1,GPS_009144200.1
Fundulus_heteroclitus-3.0.2,Scaffold8478,Scaffold8479,NW_012232879.1,JXMV01066089.1,GPS_009144201.1
Fundulus_heteroclitus-3.0.2,Scaffold8479,Scaffold8480,NW_012232880.1,JXMV01066090.1,GPS_009144202.1
Fundulus_heteroclitus-3.0.2,Scaffold8480,Scaffold8481,NW_012232881.1,JXMV01066091.1,GPS_009144203.1
Fundulus_heteroclitus-3.0.2,Scaffold8481,Scaffold8482,NW_012232882.1,JXMV01066092.1,GPS_009144204.1
Fundulus_heteroclitus-3.0.2,Scaffold8482,Scaffold8483,NW_012232883.1,JXMV01066093.1,GPS_009144205.1
Fundulus_heteroclitus-3.0.2,Scaffold8483,Scaffold8484,NW_012232884.1,JXMV01066094.1,GPS_009144206.1
Fundulus_heteroclitus-3.0.2,Scaffold8484,Scaffold8485,NW_012232885.1,JXMV01066095.1,GPS_009144207.1
Fundulus_heteroclitus-3.0.2,Scaffold8485,Scaffold8486,NW_012232886.1,JXMV01066096.1,GPS_009144208.1
Fundulus_heteroclitus-3.0.2,Scaffold8486,Scaffold8487,NW_012232887.1,JXMV01066097.1,GPS_009144209.1
Fundulus_heteroclitus-3.0.2,Scaffold8487,Scaffold8488,NW_012232888.1,JXMV01066098.1,GPS_009144210.1
Fundulus_heteroclitus-3.0.2,Scaffold8488,Scaffold8489,NW_012232889.1,JXMV01066099.1,GPS_009144211.1
Fundulus_heteroclitus-3.0.2,Scaffold8489,Scaffold8490,NW_012232890.1,JXMV01066100.1,GPS_009144212.1
Fundulus_heteroclitus-3.0.2,Scaffold8490,Scaffold8491,NW_012232891.1,JXMV01066101.1,GPS_009144213.1
Fundulus_heteroclitus-3.0.2,Scaffold8491,Scaffold8492,NW_012232892.1,JXMV01066102.1,GPS_009144214.1
Fundulus_heteroclitus-3.0.2,Scaffold8492,Scaffold8493,NW_012232893.1,JXMV01066103.1,GPS_009144215.1
Fundulus_heteroclitus-3.0.2,Scaffold8493,Scaffold8494,NW_012232894.1,JXMV01066104.1,GPS_009144216.1
Fundulus_heteroclitus-3.0.2,Scaffold8494,Scaffold8495,NW_012232895.1,JXMV01066105.1,GPS_009144217.1
Fundulus_heteroclitus-3.0.2,Scaffold8495,Scaffold8496,NW_012232896.1,JXMV01066106.1,GPS_009144218.1
Fundulus_heteroclitus-3.0.2,Scaffold8496,Scaffold8497,NW_012232897.1,JXMV01066107.1,GPS_009144219.1
Fundulus_heteroclitus-3.0.2,Scaffold8497,Scaffold8498,NW_012232898.1,JXMV01066108.1,GPS_009144220.1
Fundulus_heteroclitus-3.0.2,Scaffold8498,Scaffold8499,NW_012232899.1,JXMV01066109.1,GPS_009144221.1
Fundulus_heteroclitus-3.0.2,Scaffold8499,Scaffold8500,NW_012232900.1,JXMV01066110.1,GPS_009144222.1
Fundulus_heteroclitus-3.0.2,Scaffold8500,Scaffold8501,NW_012232901.1,JXMV01066111.1,GPS_009144223.1
Fundulus_heteroclitus-3.0.2,Scaffold8501,Scaffold8502,NW_012232902.1,JXMV01066112.1,GPS_009144224.1
Fundulus_heteroclitus-3.0.2,Scaffold8502,Scaffold8503,NW_012232903.1,JXMV01066113.1,GPS_009144225.1
Fundulus_heteroclitus-3.0.2,Scaffold8503,Scaffold8504,NW_012232904.1,JXMV01066114.1,GPS_009144226.1
Fundulus_heteroclitus-3.0.2,Scaffold8504,Scaffold8505,NW_012232905.1,JXMV01066115.1,GPS_009144227.1
Fundulus_heteroclitus-3.0.2,Scaffold8505,Scaffold8506,NW_012232906.1,JXMV01066116.1,GPS_009144228.1
Fundulus_heteroclitus-3.0.2,Scaffold8506,Scaffold8507,NW_012232907.1,JXMV01066117.1,GPS_009144229.1
Fundulus_heteroclitus-3.0.2,Scaffold8507,Scaffold8508,NW_012232908.1,JXMV01066118.1,GPS_009144230.1
Fundulus_heteroclitus-3.0.2,Scaffold8508,Scaffold8509,NW_012232909.1,JXMV01066119.1,GPS_009144231.1
Fundulus_heteroclitus-3.0.2,Scaffold8509,Scaffold8510,NW_012232910.1,JXMV01066120.1,GPS_009144232.1
Fundulus_heteroclitus-3.0.2,Scaffold8510,Scaffold8511,NW_012232911.1,JXMV01066121.1,GPS_009144233.1
Fundulus_heteroclitus-3.0.2,Scaffold8511,Scaffold8512,NW_012232912.1,JXMV01066122.1,GPS_009144234.1
Fundulus_heteroclitus-3.0.2,Scaffold8512,Scaffold8513,NW_012232913.1,JXMV01066123.1,GPS_009144235.1
Fundulus_heteroclitus-3.0.2,Scaffold8513,Scaffold8514,NW_012232914.1,JXMV01066124.1,GPS_009144236.1
Fundulus_heteroclitus-3.0.2,Scaffold8514,Scaffold8515,NW_012232915.1,JXMV01066125.1,GPS_009144237.1
Fundulus_heteroclitus-3.0.2,Scaffold8515,Scaffold8516,NW_012232916.1,JXMV01066126.1,GPS_009144238.1
Fundulus_heteroclitus-3.0.2,Scaffold8516,Scaffold8517,NW_012232917.1,JXMV01066127.1,GPS_009144239.1
Fundulus_heteroclitus-3.0.2,Scaffold8517,Scaffold8518,NW_012232918.1,JXMV01066128.1,GPS_009144240.1
Fundulus_heteroclitus-3.0.2,Scaffold8518,Scaffold8519,NW_012232919.1,JXMV01066129.1,GPS_009144241.1
Fundulus_heteroclitus-3.0.2,Scaffold8519,Scaffold8520,NW_012232920.1,JXMV01066130.1,GPS_009144242.1
Fundulus_heteroclitus-3.0.2,Scaffold8520,Scaffold8521,NW_012232921.1,JXMV01066131.1,GPS_009144243.1
Fundulus_heteroclitus-3.0.2,Scaffold8521,Scaffold8522,NW_012232922.1,JXMV01066132.1,GPS_009144244.1
Fundulus_heteroclitus-3.0.2,Scaffold8522,Scaffold8523,NW_012232923.1,JXMV01066133.1,GPS_009144245.1
Fundulus_heteroclitus-3.0.2,Scaffold8523,Scaffold8524,NW_012232924.1,JXMV01066134.1,GPS_009144246.1
Fundulus_heteroclitus-3.0.2,Scaffold8524,Scaffold8525,NW_012232925.1,JXMV01066135.1,GPS_009144247.1
Fundulus_heteroclitus-3.0.2,Scaffold8525,Scaffold8526,NW_012232926.1,JXMV01066136.1,GPS_009144248.1
Fundulus_heteroclitus-3.0.2,Scaffold8526,Scaffold8527,NW_012232927.1,JXMV01066137.1,GPS_009144249.1
Fundulus_heteroclitus-3.0.2,Scaffold8527,Scaffold8528,NW_012232928.1,JXMV01066138.1,GPS_009144250.1
Fundulus_heteroclitus-3.0.2,Scaffold8528,Scaffold8529,NW_012232929.1,JXMV01066139.1,GPS_009144251.1
Fundulus_heteroclitus-3.0.2,Scaffold8529,Scaffold8530,NW_012232930.1,JXMV01066140.1,GPS_009144252.1
Fundulus_heteroclitus-3.0.2,Scaffold8530,Scaffold8531,NW_012232931.1,JXMV01066141.1,GPS_009144253.1
Fundulus_heteroclitus-3.0.2,Scaffold8531,Scaffold8532,NW_012232932.1,JXMV01066142.1,GPS_009144254.1
Fundulus_heteroclitus-3.0.2,Scaffold8532,Scaffold8533,NW_012232933.1,JXMV01066143.1,GPS_009144255.1
Fundulus_heteroclitus-3.0.2,Scaffold8533,Scaffold8534,NW_012232934.1,JXMV01066144.1,GPS_009144256.1
Fundulus_heteroclitus-3.0.2,Scaffold8534,Scaffold8535,NW_012232935.1,JXMV01066145.1,GPS_009144257.1
Fundulus_heteroclitus-3.0.2,Scaffold8535,Scaffold8536,NW_012232936.1,JXMV01066146.1,GPS_009144258.1
Fundulus_heteroclitus-3.0.2,Scaffold8536,Scaffold8537,NW_012232937.1,JXMV01066147.1,GPS_009144259.1
Fundulus_heteroclitus-3.0.2,Scaffold8537,Scaffold8538,NW_012232938.1,JXMV01066148.1,GPS_009144260.1
Fundulus_heteroclitus-3.0.2,Scaffold8538,Scaffold8539,NW_012232939.1,JXMV01066149.1,GPS_009144261.1
Fundulus_heteroclitus-3.0.2,Scaffold8539,Scaffold8540,NW_012232940.1,JXMV01066150.1,GPS_009144262.1
Fundulus_heteroclitus-3.0.2,Scaffold8540,Scaffold8541,NW_012232941.1,JXMV01066151.1,GPS_009144263.1
Fundulus_heteroclitus-3.0.2,Scaffold8541,Scaffold8542,NW_012232942.1,JXMV01066152.1,GPS_009144264.1
Fundulus_heteroclitus-3.0.2,Scaffold8542,Scaffold8543,NW_012232943.1,JXMV01066153.1,GPS_009144265.1
Fundulus_heteroclitus-3.0.2,Scaffold8543,Scaffold8544,NW_012232944.1,JXMV01066154.1,GPS_009144266.1
Fundulus_heteroclitus-3.0.2,Scaffold8544,Scaffold8545,NW_012232945.1,JXMV01066155.1,GPS_009144267.1
Fundulus_heteroclitus-3.0.2,Scaffold8545,Scaffold8546,NW_012232946.1,JXMV01066156.1,GPS_009144268.1
Fundulus_heteroclitus-3.0.2,Scaffold8546,Scaffold8547,NW_012232947.1,JXMV01066157.1,GPS_009144269.1
Fundulus_heteroclitus-3.0.2,Scaffold8547,Scaffold8548,NW_012232948.1,JXMV01066158.1,GPS_009144270.1
Fundulus_heteroclitus-3.0.2,Scaffold8548,Scaffold8549,NW_012232949.1,JXMV01066159.1,GPS_009144271.1
Fundulus_heteroclitus-3.0.2,Scaffold8549,Scaffold8550,NW_012232950.1,JXMV01066160.1,GPS_009144272.1
Fundulus_heteroclitus-3.0.2,Scaffold8550,Scaffold8551,NW_012232951.1,JXMV01066161.1,GPS_009144273.1
Fundulus_heteroclitus-3.0.2,Scaffold8551,Scaffold8552,NW_012232952.1,JXMV01066162.1,GPS_009144274.1
Fundulus_heteroclitus-3.0.2,Scaffold8552,Scaffold8553,NW_012232953.1,JXMV01066163.1,GPS_009144275.1
Fundulus_heteroclitus-3.0.2,Scaffold8553,Scaffold8554,NW_012232954.1,JXMV01066164.1,GPS_009144276.1
Fundulus_heteroclitus-3.0.2,Scaffold8554,Scaffold8555,NW_012232955.1,JXMV01066165.1,GPS_009144277.1
Fundulus_heteroclitus-3.0.2,Scaffold8555,Scaffold8556,NW_012232956.1,JXMV01066166.1,GPS_009144278.1
Fundulus_heteroclitus-3.0.2,Scaffold8556,Scaffold8557,NW_012232957.1,JXMV01066167.1,GPS_009144279.1
Fundulus_heteroclitus-3.0.2,Scaffold8557,Scaffold8558,NW_012232958.1,JXMV01066168.1,GPS_009144280.1
Fundulus_heteroclitus-3.0.2,Scaffold8558,Scaffold8559,NW_012232959.1,JXMV01066169.1,GPS_009144281.1
Fundulus_heteroclitus-3.0.2,Scaffold8559,Scaffold8560,NW_012232960.1,JXMV01066170.1,GPS_009144282.1
Fundulus_heteroclitus-3.0.2,Scaffold8560,Scaffold8561,NW_012232961.1,JXMV01066171.1,GPS_009144283.1
Fundulus_heteroclitus-3.0.2,Scaffold8561,Scaffold8562,NW_012232962.1,JXMV01066172.1,GPS_009144284.1
Fundulus_heteroclitus-3.0.2,Scaffold8562,Scaffold8563,NW_012232963.1,JXMV01066173.1,GPS_009144285.1
Fundulus_heteroclitus-3.0.2,Scaffold8563,Scaffold8564,NW_012232964.1,JXMV01066174.1,GPS_009144286.1
Fundulus_heteroclitus-3.0.2,Scaffold8564,Scaffold8565,NW_012232965.1,JXMV01066175.1,GPS_009144287.1
Fundulus_heteroclitus-3.0.2,Scaffold8565,Scaffold8566,NW_012232966.1,JXMV01066176.1,GPS_009144288.1
Fundulus_heteroclitus-3.0.2,Scaffold8566,Scaffold8567,NW_012232967.1,JXMV01066177.1,GPS_009144289.1
