Assembly,original,corrected,RefSeq.Accession.version,GenBank.Accession.version,NCBI.name
Fundulus_heteroclitus-3.0.2,Scaffold8567,Scaffold8568,NW_012232968.1,JXMV01066178.1,GPS_009144290.1
Fundulus_heteroclitus-3.0.2,Scaffold8568,Scaffold8569,NW_012232969.1,JXMV01066179.1,GPS_009144291.1
Fundulus_heteroclitus-3.0.2,Scaffold8569,Scaffold8570,NW_012232970.1,JXMV01066180.1,GPS_009144292.1
Fundulus_heteroclitus-3.0.2,Scaffold8570,Scaffold8571,NW_012232971.1,JXMV01066181.1,GPS_009144293.1
Fundulus_heteroclitus-3.0.2,Scaffold8571,Scaffold8572,NW_012232972.1,JXMV01066182.1,GPS_009144294.1
Fundulus_heteroclitus-3.0.2,Scaffold8572,Scaffold8573,NW_012232973.1,JXMV01066183.1,GPS_009144295.1
Fundulus_heteroclitus-3.0.2,Scaffold8573,Scaffold8574,NW_012232974.1,JXMV01066184.1,GPS_009144296.1
Fundulus_heteroclitus-3.0.2,Scaffold8574,Scaffold8575,NW_012232975.1,JXMV01066185.1,GPS_009144297.1
Fundulus_heteroclitus-3.0.2,Scaffold8575,Scaffold8576,NW_012232976.1,JXMV01066186.1,GPS_009144298.1
Fundulus_heteroclitus-3.0.2,Scaffold8576,Scaffold8577,NW_012232977.1,JXMV01066187.1,GPS_009144299.1
Fundulus_heteroclitus-3.0.2,Scaffold8577,Scaffold8578,NW_012232978.1,JXMV01066188.1,GPS_009144300.1
Fundulus_heteroclitus-3.0.2,Scaffold8578,Scaffold8579,NW_012232979.1,JXMV01066189.1,GPS_009144301.1
Fundulus_heteroclitus-3.0.2,Scaffold8579,Scaffold8580,NW_012232980.1,JXMV01066190.1,GPS_009144302.1
Fundulus_heteroclitus-3.0.2,Scaffold8580,Scaffold8581,NW_012232981.1,JXMV01066191.1,GPS_009144303.1
Fundulus_heteroclitus-3.0.2,Scaffold8581,Scaffold8582,NW_012232982.1,JXMV01066192.1,GPS_009144304.1
Fundulus_heteroclitus-3.0.2,Scaffold8582,Scaffold8583,NW_012232983.1,JXMV01066193.1,GPS_009144305.1
Fundulus_heteroclitus-3.0.2,Scaffold8583,Scaffold8584,NW_012232984.1,JXMV01066194.1,GPS_009144306.1
Fundulus_heteroclitus-3.0.2,Scaffold8584,Scaffold8585,NW_012232985.1,JXMV01066195.1,GPS_009144307.1
Fundulus_heteroclitus-3.0.2,Scaffold8585,Scaffold8586,NW_012232986.1,JXMV01066196.1,GPS_009144308.1
Fundulus_heteroclitus-3.0.2,Scaffold8586,Scaffold8587,NW_012232987.1,JXMV01066197.1,GPS_009144309.1
Fundulus_heteroclitus-3.0.2,Scaffold8587,Scaffold8588,NW_012232988.1,JXMV01066198.1,GPS_009144310.1
Fundulus_heteroclitus-3.0.2,Scaffold8588,Scaffold8589,NW_012232989.1,JXMV01066199.1,GPS_009144311.1
Fundulus_heteroclitus-3.0.2,Scaffold8589,Scaffold8590,NW_012232990.1,JXMV01066200.1,GPS_009144312.1
Fundulus_heteroclitus-3.0.2,Scaffold8590,Scaffold8591,NW_012232991.1,JXMV01066201.1,GPS_009144313.1
Fundulus_heteroclitus-3.0.2,Scaffold8591,Scaffold8592,NW_012232992.1,JXMV01066202.1,GPS_009144314.1
Fundulus_heteroclitus-3.0.2,Scaffold8592,Scaffold8593,NW_012232993.1,JXMV01066203.1,GPS_009144315.1
Fundulus_heteroclitus-3.0.2,Scaffold8593,Scaffold8594,NW_012232994.1,JXMV01066204.1,GPS_009144316.1
Fundulus_heteroclitus-3.0.2,Scaffold8594,Scaffold8595,NW_012232995.1,JXMV01066205.1,GPS_009144317.1
Fundulus_heteroclitus-3.0.2,Scaffold8595,Scaffold8596,NW_012232996.1,JXMV01066206.1,GPS_009144318.1
Fundulus_heteroclitus-3.0.2,Scaffold8596,Scaffold8597,NW_012232997.1,JXMV01066207.1,GPS_009144319.1
Fundulus_heteroclitus-3.0.2,Scaffold8597,Scaffold8598,NW_012232998.1,JXMV01066208.1,GPS_009144320.1
Fundulus_heteroclitus-3.0.2,Scaffold8598,Scaffold8599,NW_012232999.1,JXMV01066209.1,GPS_009144321.1
Fundulus_heteroclitus-3.0.2,Scaffold8599,Scaffold8600,NW_012233000.1,JXMV01066210.1,GPS_009144322.1
Fundulus_heteroclitus-3.0.2,Scaffold8600,Scaffold8601,NW_012233001.1,JXMV01066211.1,GPS_009144323.1
Fundulus_heteroclitus-3.0.2,Scaffold8601,Scaffold8602,NW_012233002.1,JXMV01066212.1,GPS_009144324.1
Fundulus_heteroclitus-3.0.2,Scaffold8602,Scaffold8603,NW_012233003.1,JXMV01066213.1,GPS_009144325.1
Fundulus_heteroclitus-3.0.2,Scaffold8603,Scaffold8604,NW_012233004.1,JXMV01066214.1,GPS_009144326.1
Fundulus_heteroclitus-3.0.2,Scaffold8604,Scaffold8605,NW_012233005.1,JXMV01066215.1,GPS_009144327.1
Fundulus_heteroclitus-3.0.2,Scaffold8605,Scaffold8606,NW_012233006.1,JXMV01066216.1,GPS_009144328.1
Fundulus_heteroclitus-3.0.2,Scaffold8606,Scaffold8607,NW_012233007.1,JXMV01066217.1,GPS_009144329.1
Fundulus_heteroclitus-3.0.2,Scaffold8607,Scaffold8608,NW_012233008.1,JXMV01066218.1,GPS_009144330.1
Fundulus_heteroclitus-3.0.2,Scaffold8608,Scaffold8609,NW_012233009.1,JXMV01066219.1,GPS_009144331.1
Fundulus_heteroclitus-3.0.2,Scaffold8609,Scaffold8610,NW_012233010.1,JXMV01066220.1,GPS_009144332.1
Fundulus_heteroclitus-3.0.2,Scaffold8610,Scaffold8611,NW_012233011.1,JXMV01066221.1,GPS_009144333.1
Fundulus_heteroclitus-3.0.2,Scaffold8611,Scaffold8612,NW_012233012.1,JXMV01066222.1,GPS_009144334.1
Fundulus_heteroclitus-3.0.2,Scaffold8612,Scaffold8613,NW_012233013.1,JXMV01066223.1,GPS_009144335.1
Fundulus_heteroclitus-3.0.2,Scaffold8613,Scaffold8614,NW_012233014.1,JXMV01066224.1,GPS_009144336.1
Fundulus_heteroclitus-3.0.2,Scaffold8614,Scaffold8615,NW_012233015.1,JXMV01066225.1,GPS_009144337.1
Fundulus_heteroclitus-3.0.2,Scaffold8615,Scaffold8616,NW_012233016.1,JXMV01066226.1,GPS_009144338.1
Fundulus_heteroclitus-3.0.2,Scaffold8616,Scaffold8617,NW_012233017.1,JXMV01066227.1,GPS_009144339.1
Fundulus_heteroclitus-3.0.2,Scaffold8617,Scaffold8618,NW_012233018.1,JXMV01066228.1,GPS_009144340.1
Fundulus_heteroclitus-3.0.2,Scaffold8618,Scaffold8619,NW_012233019.1,JXMV01066229.1,GPS_009144341.1
Fundulus_heteroclitus-3.0.2,Scaffold8619,Scaffold8620,NW_012233020.1,JXMV01066230.1,GPS_009144342.1
Fundulus_heteroclitus-3.0.2,Scaffold8620,Scaffold8621,NW_012233021.1,JXMV01066231.1,GPS_009144343.1
Fundulus_heteroclitus-3.0.2,Scaffold8621,Scaffold8622,NW_012233022.1,JXMV01066232.1,GPS_009144344.1
Fundulus_heteroclitus-3.0.2,Scaffold8622,Scaffold8623,NW_012233023.1,JXMV01066233.1,GPS_009144345.1
Fundulus_heteroclitus-3.0.2,Scaffold8623,Scaffold8624,NW_012233024.1,JXMV01066234.1,GPS_009144346.1
Fundulus_heteroclitus-3.0.2,Scaffold8624,Scaffold8625,NW_012233025.1,JXMV01066235.1,GPS_009144347.1
Fundulus_heteroclitus-3.0.2,Scaffold8625,Scaffold8626,NW_012233026.1,JXMV01066236.1,GPS_009144348.1
Fundulus_heteroclitus-3.0.2,Scaffold8626,Scaffold8627,NW_012233027.1,JXMV01066237.1,GPS_009144349.1
Fundulus_heteroclitus-3.0.2,Scaffold8627,Scaffold8628,NW_012233028.1,JXMV01066238.1,GPS_009144350.1
Fundulus_heteroclitus-3.0.2,Scaffold8628,Scaffold8629,NW_012233029.1,JXMV01066239.1,GPS_009144351.1
Fundulus_heteroclitus-3.0.2,Scaffold8629,Scaffold8630,NW_012233030.1,JXMV01066240.1,GPS_009144352.1
Fundulus_heteroclitus-3.0.2,Scaffold8630,Scaffold8631,NW_012233031.1,JXMV01066241.1,GPS_009144353.1
Fundulus_heteroclitus-3.0.2,Scaffold8631,Scaffold8632,NW_012233032.1,JXMV01066242.1,GPS_009144354.1
Fundulus_heteroclitus-3.0.2,Scaffold8632,Scaffold8633,NW_012233033.1,JXMV01066243.1,GPS_009144355.1
Fundulus_heteroclitus-3.0.2,Scaffold8633,Scaffold8634,NW_012233034.1,JXMV01066244.1,GPS_009144356.1
Fundulus_heteroclitus-3.0.2,Scaffold8634,Scaffold8635,NW_012233035.1,JXMV01066245.1,GPS_009144357.1
Fundulus_heteroclitus-3.0.2,Scaffold8635,Scaffold8636,NW_012233036.1,JXMV01066246.1,GPS_009144358.1
Fundulus_heteroclitus-3.0.2,Scaffold8636,Scaffold8637,NW_012233037.1,JXMV01066247.1,GPS_009144359.1
Fundulus_heteroclitus-3.0.2,Scaffold8637,Scaffold8638,NW_012233038.1,JXMV01066248.1,GPS_009144360.1
Fundulus_heteroclitus-3.0.2,Scaffold8638,Scaffold8639,NW_012233039.1,JXMV01066249.1,GPS_009144361.1
Fundulus_heteroclitus-3.0.2,Scaffold8639,Scaffold8640,NW_012233040.1,JXMV01066250.1,GPS_009144362.1
Fundulus_heteroclitus-3.0.2,Scaffold8640,Scaffold8641,NW_012233041.1,JXMV01066251.1,GPS_009144363.1
Fundulus_heteroclitus-3.0.2,Scaffold8641,Scaffold8642,NW_012233042.1,JXMV01066252.1,GPS_009144364.1
Fundulus_heteroclitus-3.0.2,Scaffold8642,Scaffold8643,NW_012233043.1,JXMV01066253.1,GPS_009144365.1
Fundulus_heteroclitus-3.0.2,Scaffold8643,Scaffold8644,NW_012233044.1,JXMV01066254.1,GPS_009144366.1
Fundulus_heteroclitus-3.0.2,Scaffold8644,Scaffold8645,NW_012233045.1,JXMV01066255.1,GPS_009144367.1
Fundulus_heteroclitus-3.0.2,Scaffold8645,Scaffold8646,NW_012233046.1,JXMV01066256.1,GPS_009144368.1
Fundulus_heteroclitus-3.0.2,Scaffold8646,Scaffold8647,NW_012233047.1,JXMV01066257.1,GPS_009144369.1
Fundulus_heteroclitus-3.0.2,Scaffold8647,Scaffold8648,NW_012233048.1,JXMV01066258.1,GPS_009144370.1
Fundulus_heteroclitus-3.0.2,Scaffold8648,Scaffold8649,NW_012233049.1,JXMV01066259.1,GPS_009144371.1
Fundulus_heteroclitus-3.0.2,Scaffold8649,Scaffold8650,NW_012233050.1,JXMV01066260.1,GPS_009144372.1
Fundulus_heteroclitus-3.0.2,Scaffold8650,Scaffold8651,NW_012233051.1,JXMV01066261.1,GPS_009144373.1
Fundulus_heteroclitus-3.0.2,Scaffold8651,Scaffold8652,NW_012233052.1,JXMV01066262.1,GPS_009144374.1
Fundulus_heteroclitus-3.0.2,Scaffold8652,Scaffold8653,NW_012233053.1,JXMV01066263.1,GPS_009144375.1
Fundulus_heteroclitus-3.0.2,Scaffold8653,Scaffold8654,NW_012233054.1,JXMV01066264.1,GPS_009144376.1
Fundulus_heteroclitus-3.0.2,Scaffold8654,Scaffold8655,NW_012233055.1,JXMV01066265.1,GPS_009144377.1
Fundulus_heteroclitus-3.0.2,Scaffold8655,Scaffold8656,NW_012233056.1,JXMV01066266.1,GPS_009144378.1
Fundulus_heteroclitus-3.0.2,Scaffold8656,Scaffold8657,NW_012233057.1,JXMV01066267.1,GPS_009144379.1
Fundulus_heteroclitus-3.0.2,Scaffold8657,Scaffold8658,NW_012233058.1,JXMV01066268.1,GPS_009144380.1
Fundulus_heteroclitus-3.0.2,Scaffold8658,Scaffold8659,NW_012233059.1,JXMV01066269.1,GPS_009144381.1
Fundulus_heteroclitus-3.0.2,Scaffold8659,Scaffold8660,NW_012233060.1,JXMV01066270.1,GPS_009144382.1
Fundulus_heteroclitus-3.0.2,Scaffold8660,Scaffold8661,NW_012233061.1,JXMV01066271.1,GPS_009144383.1
Fundulus_heteroclitus-3.0.2,Scaffold8661,Scaffold8662,NW_012233062.1,JXMV01066272.1,GPS_009144384.1
Fundulus_heteroclitus-3.0.2,Scaffold8662,Scaffold8663,NW_012233063.1,JXMV01066273.1,GPS_009144385.1
Fundulus_heteroclitus-3.0.2,Scaffold8663,Scaffold8664,NW_012233064.1,JXMV01066274.1,GPS_009144386.1
Fundulus_heteroclitus-3.0.2,Scaffold8664,Scaffold8665,NW_012233065.1,JXMV01066275.1,GPS_009144387.1
Fundulus_heteroclitus-3.0.2,Scaffold8665,Scaffold8666,NW_012233066.1,JXMV01066276.1,GPS_009144388.1
Fundulus_heteroclitus-3.0.2,Scaffold8666,Scaffold8667,NW_012233067.1,JXMV01066277.1,GPS_009144389.1
Fundulus_heteroclitus-3.0.2,Scaffold8667,Scaffold8668,NW_012233068.1,JXMV01066278.1,GPS_009144390.1
Fundulus_heteroclitus-3.0.2,Scaffold8668,Scaffold8669,NW_012233069.1,JXMV01066279.1,GPS_009144391.1
Fundulus_heteroclitus-3.0.2,Scaffold8669,Scaffold8670,NW_012233070.1,JXMV01066280.1,GPS_009144392.1
Fundulus_heteroclitus-3.0.2,Scaffold8670,Scaffold8671,NW_012233071.1,JXMV01066281.1,GPS_009144393.1
Fundulus_heteroclitus-3.0.2,Scaffold8671,Scaffold8672,NW_012233072.1,JXMV01066282.1,GPS_009144394.1
Fundulus_heteroclitus-3.0.2,Scaffold8672,Scaffold8673,NW_012233073.1,JXMV01066283.1,GPS_009144395.1
Fundulus_heteroclitus-3.0.2,Scaffold8673,Scaffold8674,NW_012233074.1,JXMV01066284.1,GPS_009144396.1
Fundulus_heteroclitus-3.0.2,Scaffold8674,Scaffold8675,NW_012233075.1,JXMV01066285.1,GPS_009144397.1
Fundulus_heteroclitus-3.0.2,Scaffold8675,Scaffold8676,NW_012233076.1,JXMV01066286.1,GPS_009144398.1
Fundulus_heteroclitus-3.0.2,Scaffold8676,Scaffold8677,NW_012233077.1,JXMV01066287.1,GPS_009144399.1
Fundulus_heteroclitus-3.0.2,Scaffold8677,Scaffold8678,NW_012233078.1,JXMV01066288.1,GPS_009144400.1
Fundulus_heteroclitus-3.0.2,Scaffold8678,Scaffold8679,NW_012233079.1,JXMV01066289.1,GPS_009144401.1
Fundulus_heteroclitus-3.0.2,Scaffold8679,Scaffold8680,NW_012233080.1,JXMV01066290.1,GPS_009144402.1
Fundulus_heteroclitus-3.0.2,Scaffold8680,Scaffold8681,NW_012233081.1,JXMV01066291.1,GPS_009144403.1
Fundulus_heteroclitus-3.0.2,Scaffold8681,Scaffold8682,NW_012233082.1,JXMV01066292.1,GPS_009144404.1
Fundulus_heteroclitus-3.0.2,Scaffold8682,Scaffold8683,NW_012233083.1,JXMV01066293.1,GPS_009144405.1
Fundulus_heteroclitus-3.0.2,Scaffold8683,Scaffold8684,NW_012233084.1,JXMV01066294.1,GPS_009144406.1
Fundulus_heteroclitus-3.0.2,Scaffold8684,Scaffold8685,NW_012233085.1,JXMV01066295.1,GPS_009144407.1
Fundulus_heteroclitus-3.0.2,Scaffold8685,Scaffold8686,NW_012233086.1,JXMV01066296.1,GPS_009144408.1
Fundulus_heteroclitus-3.0.2,Scaffold8686,Scaffold8687,NW_012233087.1,JXMV01066297.1,GPS_009144409.1
Fundulus_heteroclitus-3.0.2,Scaffold8687,Scaffold8688,NW_012233088.1,JXMV01066298.1,GPS_009144410.1
Fundulus_heteroclitus-3.0.2,Scaffold8688,Scaffold8689,NW_012233089.1,JXMV01066299.1,GPS_009144411.1
Fundulus_heteroclitus-3.0.2,Scaffold8689,Scaffold8690,NW_012233090.1,JXMV01066300.1,GPS_009144412.1
Fundulus_heteroclitus-3.0.2,Scaffold8690,Scaffold8691,NW_012233091.1,JXMV01066301.1,GPS_009144413.1
Fundulus_heteroclitus-3.0.2,Scaffold8691,Scaffold8692,NW_012233092.1,JXMV01066302.1,GPS_009144414.1
Fundulus_heteroclitus-3.0.2,Scaffold8692,Scaffold8693,NW_012233093.1,JXMV01066303.1,GPS_009144415.1
Fundulus_heteroclitus-3.0.2,Scaffold8693,Scaffold8694,NW_012233094.1,JXMV01066304.1,GPS_009144416.1
Fundulus_heteroclitus-3.0.2,Scaffold8694,Scaffold8695,NW_012233095.1,JXMV01066305.1,GPS_009144417.1
Fundulus_heteroclitus-3.0.2,Scaffold8695,Scaffold8696,NW_012233096.1,JXMV01066306.1,GPS_009144418.1
Fundulus_heteroclitus-3.0.2,Scaffold8696,Scaffold8697,NW_012233097.1,JXMV01066307.1,GPS_009144419.1
Fundulus_heteroclitus-3.0.2,Scaffold8697,Scaffold8698,NW_012233098.1,JXMV01066308.1,GPS_009144420.1
Fundulus_heteroclitus-3.0.2,Scaffold8698,Scaffold8699,NW_012233099.1,JXMV01066309.1,GPS_009144421.1
Fundulus_heteroclitus-3.0.2,Scaffold8699,Scaffold8700,NW_012233100.1,JXMV01066310.1,GPS_009144422.1
Fundulus_heteroclitus-3.0.2,Scaffold8700,Scaffold8701,NW_012233101.1,JXMV01066311.1,GPS_009144423.1
Fundulus_heteroclitus-3.0.2,Scaffold8701,Scaffold8702,NW_012233102.1,JXMV01066312.1,GPS_009144424.1
Fundulus_heteroclitus-3.0.2,Scaffold8702,Scaffold8703,NW_012233103.1,JXMV01066313.1,GPS_009144425.1
Fundulus_heteroclitus-3.0.2,Scaffold8703,Scaffold8704,NW_012233104.1,JXMV01066314.1,GPS_009144426.1
Fundulus_heteroclitus-3.0.2,Scaffold8704,Scaffold8705,NW_012233105.1,JXMV01066315.1,GPS_009144427.1
Fundulus_heteroclitus-3.0.2,Scaffold8705,Scaffold8706,NW_012233106.1,JXMV01066316.1,GPS_009144428.1
Fundulus_heteroclitus-3.0.2,Scaffold8706,Scaffold8707,NW_012233107.1,JXMV01066317.1,GPS_009144429.1
Fundulus_heteroclitus-3.0.2,Scaffold8707,Scaffold8708,NW_012233108.1,JXMV01066318.1,GPS_009144430.1
Fundulus_heteroclitus-3.0.2,Scaffold8708,Scaffold8709,NW_012233109.1,JXMV01066319.1,GPS_009144431.1
Fundulus_heteroclitus-3.0.2,Scaffold8709,Scaffold8710,NW_012233110.1,JXMV01066320.1,GPS_009144432.1
Fundulus_heteroclitus-3.0.2,Scaffold8710,Scaffold8711,NW_012233111.1,JXMV01066321.1,GPS_009144433.1
Fundulus_heteroclitus-3.0.2,Scaffold8711,Scaffold8712,NW_012233112.1,JXMV01066322.1,GPS_009144434.1
Fundulus_heteroclitus-3.0.2,Scaffold8712,Scaffold8713,NW_012233113.1,JXMV01066323.1,GPS_009144435.1
Fundulus_heteroclitus-3.0.2,Scaffold8713,Scaffold8714,NW_012233114.1,JXMV01066324.1,GPS_009144436.1
Fundulus_heteroclitus-3.0.2,Scaffold8714,Scaffold8715,NW_012233115.1,JXMV01066325.1,GPS_009144437.1
Fundulus_heteroclitus-3.0.2,Scaffold8715,Scaffold8716,NW_012233116.1,JXMV01066326.1,GPS_009144438.1
Fundulus_heteroclitus-3.0.2,Scaffold8716,Scaffold8717,NW_012233117.1,JXMV01066327.1,GPS_009144439.1
Fundulus_heteroclitus-3.0.2,Scaffold8717,Scaffold8718,NW_012233118.1,JXMV01066328.1,GPS_009144440.1
Fundulus_heteroclitus-3.0.2,Scaffold8718,Scaffold8719,NW_012233119.1,JXMV01066329.1,GPS_009144441.1
Fundulus_heteroclitus-3.0.2,Scaffold8719,Scaffold8720,NW_012233120.1,JXMV01066330.1,GPS_009144442.1
Fundulus_heteroclitus-3.0.2,Scaffold8720,Scaffold8721,NW_012233121.1,JXMV01066331.1,GPS_009144443.1
Fundulus_heteroclitus-3.0.2,Scaffold8721,Scaffold8722,NW_012233122.1,JXMV01066332.1,GPS_009144444.1
Fundulus_heteroclitus-3.0.2,Scaffold8722,Scaffold8723,NW_012233123.1,JXMV01066333.1,GPS_009144445.1
Fundulus_heteroclitus-3.0.2,Scaffold8723,Scaffold8724,NW_012233124.1,JXMV01066334.1,GPS_009144446.1
Fundulus_heteroclitus-3.0.2,Scaffold8724,Scaffold8725,NW_012233125.1,JXMV01066335.1,GPS_009144447.1
Fundulus_heteroclitus-3.0.2,Scaffold8725,Scaffold8726,NW_012233126.1,JXMV01066336.1,GPS_009144448.1
Fundulus_heteroclitus-3.0.2,Scaffold8726,Scaffold8727,NW_012233127.1,JXMV01066337.1,GPS_009144449.1
Fundulus_heteroclitus-3.0.2,Scaffold8727,Scaffold8728,NW_012233128.1,JXMV01066338.1,GPS_009144450.1
Fundulus_heteroclitus-3.0.2,Scaffold8728,Scaffold8729,NW_012233129.1,JXMV01066339.1,GPS_009144451.1
Fundulus_heteroclitus-3.0.2,Scaffold8729,Scaffold8730,NW_012233130.1,JXMV01066340.1,GPS_009144452.1
Fundulus_heteroclitus-3.0.2,Scaffold8730,Scaffold8731,NW_012233131.1,JXMV01066341.1,GPS_009144453.1
Fundulus_heteroclitus-3.0.2,Scaffold8731,Scaffold8732,NW_012233132.1,JXMV01066342.1,GPS_009144454.1
Fundulus_heteroclitus-3.0.2,Scaffold8732,Scaffold8733,NW_012233133.1,JXMV01066343.1,GPS_009144455.1
Fundulus_heteroclitus-3.0.2,Scaffold8733,Scaffold8734,NW_012233134.1,JXMV01066344.1,GPS_009144456.1
Fundulus_heteroclitus-3.0.2,Scaffold8734,Scaffold8735,NW_012233135.1,JXMV01066345.1,GPS_009144457.1
Fundulus_heteroclitus-3.0.2,Scaffold8735,Scaffold8736,NW_012233136.1,JXMV01066346.1,GPS_009144458.1
Fundulus_heteroclitus-3.0.2,Scaffold8736,Scaffold8737,NW_012233137.1,JXMV01066347.1,GPS_009144459.1
Fundulus_heteroclitus-3.0.2,Scaffold8737,Scaffold8738,NW_012233138.1,JXMV01066348.1,GPS_009144460.1
Fundulus_heteroclitus-3.0.2,Scaffold8738,Scaffold8739,NW_012233139.1,JXMV01066349.1,GPS_009144461.1
Fundulus_heteroclitus-3.0.2,Scaffold8739,Scaffold8740,NW_012233140.1,JXMV01066350.1,GPS_009144462.1
Fundulus_heteroclitus-3.0.2,Scaffold8740,Scaffold8741,NW_012233141.1,JXMV01066351.1,GPS_009144463.1
Fundulus_heteroclitus-3.0.2,Scaffold8741,Scaffold8742,NW_012233142.1,JXMV01066352.1,GPS_009144464.1
Fundulus_heteroclitus-3.0.2,Scaffold8742,Scaffold8743,NW_012233143.1,JXMV01066353.1,GPS_009144465.1
Fundulus_heteroclitus-3.0.2,Scaffold8743,Scaffold8744,NW_012233144.1,JXMV01066354.1,GPS_009144466.1
Fundulus_heteroclitus-3.0.2,Scaffold8744,Scaffold8745,NW_012233145.1,JXMV01066355.1,GPS_009144467.1
Fundulus_heteroclitus-3.0.2,Scaffold8745,Scaffold8746,NW_012233146.1,JXMV01066356.1,GPS_009144468.1
Fundulus_heteroclitus-3.0.2,Scaffold8746,Scaffold8747,NW_012233147.1,JXMV01066357.1,GPS_009144469.1
Fundulus_heteroclitus-3.0.2,Scaffold8747,Scaffold8748,NW_012233148.1,JXMV01066358.1,GPS_009144470.1
Fundulus_heteroclitus-3.0.2,Scaffold8748,Scaffold8749,NW_012233149.1,JXMV01066359.1,GPS_009144471.1
Fundulus_heteroclitus-3.0.2,Scaffold8749,Scaffold8750,NW_012233150.1,JXMV01066360.1,GPS_009144472.1
Fundulus_heteroclitus-3.0.2,Scaffold8750,Scaffold8751,NW_012233151.1,JXMV01066361.1,GPS_009144473.1
Fundulus_heteroclitus-3.0.2,Scaffold8751,Scaffold8752,NW_012233152.1,JXMV01066362.1,GPS_009144474.1
Fundulus_heteroclitus-3.0.2,Scaffold8752,Scaffold8753,NW_012233153.1,JXMV01066363.1,GPS_009144475.1
Fundulus_heteroclitus-3.0.2,Scaffold8753,Scaffold8754,NW_012233154.1,JXMV01066364.1,GPS_009144476.1
Fundulus_heteroclitus-3.0.2,Scaffold8754,Scaffold8755,NW_012233155.1,JXMV01066365.1,GPS_009144477.1
Fundulus_heteroclitus-3.0.2,Scaffold8755,Scaffold8756,NW_012233156.1,JXMV01066366.1,GPS_009144478.1
Fundulus_heteroclitus-3.0.2,Scaffold8756,Scaffold8757,NW_012233157.1,JXMV01066367.1,GPS_009144479.1
Fundulus_heteroclitus-3.0.2,Scaffold8757,Scaffold8758,NW_012233158.1,JXMV01066368.1,GPS_009144480.1
Fundulus_heteroclitus-3.0.2,Scaffold8758,Scaffold8759,NW_012233159.1,JXMV01066369.1,GPS_009144481.1
Fundulus_heteroclitus-3.0.2,Scaffold8759,Scaffold8760,NW_012233160.1,JXMV01066370.1,GPS_009144482.1
Fundulus_heteroclitus-3.0.2,Scaffold8760,Scaffold8761,NW_012233161.1,JXMV01066371.1,GPS_009144483.1
Fundulus_heteroclitus-3.0.2,Scaffold8761,Scaffold8762,NW_012233162.1,JXMV01066372.1,GPS_009144484.1
Fundulus_heteroclitus-3.0.2,Scaffold8762,Scaffold8763,NW_012233163.1,JXMV01066373.1,GPS_009144485.1
Fundulus_heteroclitus-3.0.2,Scaffold8763,Scaffold8764,NW_012233164.1,JXMV01066374.1,GPS_009144486.1
Fundulus_heteroclitus-3.0.2,Scaffold8764,Scaffold8765,NW_012233165.1,JXMV01066375.1,GPS_009144487.1
Fundulus_heteroclitus-3.0.2,Scaffold8765,Scaffold8766,NW_012233166.1,JXMV01066376.1,GPS_009144488.1
Fundulus_heteroclitus-3.0.2,Scaffold8766,Scaffold8767,NW_012233167.1,JXMV01066377.1,GPS_009144489.1
Fundulus_heteroclitus-3.0.2,Scaffold8767,Scaffold8768,NW_012233168.1,JXMV01066378.1,GPS_009144490.1
Fundulus_heteroclitus-3.0.2,Scaffold8768,Scaffold8769,NW_012233169.1,JXMV01066379.1,GPS_009144491.1
Fundulus_heteroclitus-3.0.2,Scaffold8769,Scaffold8770,NW_012233170.1,JXMV01066380.1,GPS_009144492.1
Fundulus_heteroclitus-3.0.2,Scaffold8770,Scaffold8771,NW_012233171.1,JXMV01066381.1,GPS_009144493.1
Fundulus_heteroclitus-3.0.2,Scaffold8771,Scaffold8772,NW_012233172.1,JXMV01066382.1,GPS_009144494.1
Fundulus_heteroclitus-3.0.2,Scaffold8772,Scaffold8773,NW_012233173.1,JXMV01066383.1,GPS_009144495.1
Fundulus_heteroclitus-3.0.2,Scaffold8773,Scaffold8774,NW_012233174.1,JXMV01066384.1,GPS_009144496.1
Fundulus_heteroclitus-3.0.2,Scaffold8774,Scaffold8775,NW_012233175.1,JXMV01066385.1,GPS_009144497.1
Fundulus_heteroclitus-3.0.2,Scaffold8775,Scaffold8776,NW_012233176.1,JXMV01066386.1,GPS_009144498.1
Fundulus_heteroclitus-3.0.2,Scaffold8776,Scaffold8777,NW_012233177.1,JXMV01066387.1,GPS_009144499.1
Fundulus_heteroclitus-3.0.2,Scaffold8777,Scaffold8778,NW_012233178.1,JXMV01066388.1,GPS_009144500.1
Fundulus_heteroclitus-3.0.2,Scaffold8778,Scaffold8779,NW_012233179.1,JXMV01066389.1,GPS_009144501.1
Fundulus_heteroclitus-3.0.2,Scaffold8779,Scaffold8780,NW_012233180.1,JXMV01066390.1,GPS_009144502.1
Fundulus_heteroclitus-3.0.2,Scaffold8780,Scaffold8781,NW_012233181.1,JXMV01066391.1,GPS_009144503.1
Fundulus_heteroclitus-3.0.2,Scaffold8781,Scaffold8782,NW_012233182.1,JXMV01066392.1,GPS_009144504.1
Fundulus_heteroclitus-3.0.2,Scaffold8782,Scaffold8783,NW_012233183.1,JXMV01066393.1,GPS_009144505.1
Fundulus_heteroclitus-3.0.2,Scaffold8783,Scaffold8784,NW_012233184.1,JXMV01066394.1,GPS_009144506.1
Fundulus_heteroclitus-3.0.2,Scaffold8784,Scaffold8785,NW_012233185.1,JXMV01066395.1,GPS_009144507.1
